GT,Model_1_0,Model_2_1
1,0.0015788830053065344,0.9988191874900562
1,0.21339408379010785,0.9759555632779139
1,0.009707549119827658,0.9976386600514122
0,0.8740013561302477,0.00011124032026779854
1,0.0015788830053065344,0.9984623541688535
0,0.9991417656357701,0.0002814814410780113
1,0.0015788830053065344,0.9947249199235811
0,0.9967105263157895,0.0009763159414501058
0,0.8162176843254297,0.054991679260592834
1,0.0015788830053065344,0.9952348350551629
1,0.003473899112943449,0.9872934111467089
1,0.003473899112943449,0.9879127201930908
1,0.21339408379010785,0.998379226261248
0,0.8740013561302477,0.0001878295458392123
1,0.21339408379010785,0.9301811294519411
0,0.9991417656357701,0.004267939051509888
0,0.8740013561302477,0.0018204001001649052
0,0.8745505049495778,0.0001306808100577745
0,0.9991417656357701,0.0005806830199952885
0,0.9459740930585543,4.935348210647724e-05
0,0.9991417656357701,3.9988198098776475e-05
1,0.021374274625324218,0.9885507355070908
1,0.35618169768670255,0.7962206249041223
0,0.8745505049495778,0.00021448926603550629
0,1.0,0.0009986927811160087
1,0.003473899112943449,0.9902093391019349
1,0.003473899112943449,0.9872283547603871
1,0.24585071538839035,0.9999627950285297
1,0.2848176718990844,0.9998086455833366
1,0.021374274625324218,0.9895224810179524
1,0.0015788830053065344,0.9959791933552843
0,0.8745505049495778,0.0002571266081008958
0,0.9991417656357701,0.00027802844558145453
1,0.21339408379010785,0.9539969186893695
0,1.0,0.0008917398735826301
0,0.8745505049495778,0.00022663921857653198
1,0.003473899112943449,0.9822708989736372
1,0.2848176718990844,0.9993848791264777
1,0.003473899112943449,0.9869413818064662
1,0.009707549119827658,0.9888085284650616
0,1.0,0.0011420102802725451
0,0.9991417656357701,0.0002825477193537857
0,0.8745505049495778,0.0002071009168089992
0,0.8745505049495778,0.00023023875928674398
1,0.0015788830053065344,0.9986405714659347
0,0.9991417656357701,3.9944791884870925e-05
0,0.9991417656357701,0.007233346646206915
1,0.003473899112943449,0.9857221497125671
1,0.21339408379010785,0.9710724048860987
0,0.8745505049495778,0.00010802835159178505
0,0.37044197607458274,0.986340537381623
0,0.21339408379010785,0.9721214987242486
1,0.21339408379010785,0.9999970448058031
1,0.21339408379010785,0.966829036264681
0,0.9991417656357701,4.18015161813302e-05
0,0.9991417656357701,0.08113297572384225
1,0.003473899112943449,0.9812608947981406
0,0.9459740930585543,9.86880393519404e-05
0,0.9991417656357701,0.0002978718013600321
0,0.9961613774964594,0.003191875619295221
1,0.21339408379010785,0.9771870625675396
1,0.009707549119827658,0.9891818822047663
1,0.003473899112943449,0.988284268256447
0,0.9991417656357701,8.153764201654881e-05
1,0.003473899112943449,0.9973592621927833
0,0.8745505049495778,0.00020779814138688343
1,0.24585071538839035,0.9006369455882068
0,0.8745505049495778,0.0001113682649953534
1,0.009707549119827658,0.9955237866685348
1,0.0015788830053065344,0.9986447495111311
1,0.284758109577726,0.8085421998264181
0,0.8162176843254297,0.1158160608804928
0,0.9991417656357701,0.0001470190643924327
0,0.9760967026010258,2.7392155320428358e-05
1,0.21339408379010785,0.944116232712168
1,0.0015788830053065344,0.9988272289489469
0,0.9991417656357701,4.041040574149181e-05
0,0.8745505049495778,0.00021890840918410535
0,0.8745505049495778,0.0001267130941252163
1,0.0015788830053065344,0.9991409852304464
1,0.003473899112943449,0.9857846002090004
0,0.8745505049495778,0.0002113316358241273
0,0.9991417656357701,3.961624503180541e-05
0,0.8745505049495778,0.00010772195577932806
1,0.0015788830053065344,0.9982889085568999
1,0.019540771911287457,0.9995727669441559
0,0.9760967026010258,2.7968994686849266e-05
1,0.0015788830053065344,0.9975783756638057
1,0.031207497416784014,0.9985424747902389
0,0.9991417656357701,0.0003728178145967363
1,0.24585071538839035,0.9264863190046594
0,0.8745505049495778,9.923851159581298e-05
0,0.9459740930585543,0.0001926417856771687
0,1.0,0.00015344018170056033
0,0.9991417656357701,0.0003769382190168911
0,0.9991417656357701,0.00031778871604703075
1,0.003473899112943449,0.9858348538673016
0,0.9991417656357701,0.00043931300143562125
1,0.013307121904403247,0.9988973118554701
1,0.21339408379010785,0.999994845351835
0,0.9459740930585543,0.00028270592073675177
0,0.9760967026010258,2.764801202165272e-05
0,0.8745505049495778,5.5710070682617494e-05
1,0.0015788830053065344,0.9953369449391013
0,0.9459740930585543,9.615230755422003e-05
1,0.021374274625324218,0.9993741448791144
1,0.003473899112943449,0.9820389509237314
0,0.8745505049495778,0.00019488702177412824
0,0.9991417656357701,0.0005877343912185871
1,0.0015788830053065344,0.997631720059293
0,0.8740013561302477,0.0016033883118761777
0,0.9760967026010258,3.819270806671056e-05
1,0.003473899112943449,0.9913171014303339
1,0.009707549119827658,0.9838199585684954
1,0.003473899112943449,0.9931898945304444
1,0.003473899112943449,0.9862808756977678
1,0.21339408379010785,0.9515184537029627
1,0.003473899112943449,0.9943412703696788
1,0.0015788830053065344,0.9898180175908728
1,0.003473899112943449,0.988499057742696
0,0.9991417656357701,3.913113102597567e-05
1,0.021374274625324218,0.9949141098509215
1,0.0015788830053065344,0.9984298302265123
0,0.9459740930585543,6.197882108456467e-05
1,0.031207497416784014,0.9994183345719179
0,0.9991417656357701,9.953620541242755e-05
0,0.9961613774964594,0.002953431688035753
0,0.8740013561302477,0.0020633432371694937
1,0.009707549119827658,0.9875516644074197
1,0.003473899112943449,0.9982563707299908
0,0.8745505049495778,0.00021651971605476686
0,0.9459740930585543,6.040471946905963e-05
1,0.003473899112943449,0.9793955928466948
1,0.0015788830053065344,0.9982905963572561
0,0.9991417656357701,0.0019759533075521364
0,0.21339408379010785,0.9740859541457706
0,0.8745505049495778,5.4338108783052845e-05
0,0.9991417656357701,5.584490237843085e-05
1,0.2848176718990844,0.9966410417596334
0,0.8740013561302477,0.00025940279285139683
0,0.8745505049495778,0.0002077980961964129
0,0.8745505049495778,0.00023729304347351525
0,0.8745505049495778,7.127441869552813e-05
0,0.8740013561302477,0.0023525666125614616
1,0.0015788830053065344,0.997303113229822
1,0.009707549119827658,0.9849620509243431
0,0.8740013561302477,0.00026202890834277787
1,0.21339408379010785,0.9999954417983484
1,0.24585071538839035,0.9228541292271616
0,0.9961613774964594,0.0005043935086845942
0,0.9459740930585543,0.00018866957574554827
0,0.8745505049495778,0.00021992062413728186
1,0.003473899112943449,0.978764767512364
1,0.019540771911287457,0.9982747274914755
0,0.9991417656357701,5.200555930041584e-05
1,0.0015788830053065344,0.9971279392418294
1,0.019540771911287457,0.9579692102228737
1,0.060281668814659885,0.9549120849440906
1,0.24585071538839035,0.9605626210772906
0,0.9991417656357701,0.0001385915343317934
0,0.8740013561302477,0.0020623832884880187
1,0.0015788830053065344,0.9972990573095334
1,0.009707549119827658,0.9884399599973607
0,0.8745505049495778,0.0001967826103543602
1,0.003473899112943449,0.9813866090778015
1,0.0015788830053065344,0.9985674449896755
1,0.21339408379010785,0.9727382347412606
1,0.013307121904403247,0.9999994460126349
1,0.0015788830053065344,0.9973853191565794
1,0.0015788830053065344,0.9990226439524132
0,0.9991417656357701,0.0002817632368299886
0,0.9991417656357701,0.00030857952439631995
0,0.9967105263157895,0.00042948085475440434
0,0.8745505049495778,0.00020114089299934148
0,0.9459740930585543,5.670406262386734e-05
0,0.9991417656357701,0.00437396579341741
1,0.21339408379010785,0.9508260600539208
1,0.21339408379010785,0.9999895801684375
0,0.8745505049495778,0.00021567401683770471
0,0.9991417656357701,6.266256690197746e-05
0,0.8745505049495778,5.5871723876130066e-05
1,0.21339408379010785,0.9999870878971279
0,0.8745505049495778,0.00012284731306856045
1,0.2848176718990844,0.9933412889626502
0,0.9991417656357701,3.9640434534896767e-05
1,0.0015788830053065344,0.9991666859372476
1,0.003473899112943449,0.993658086850544
0,0.8745505049495778,0.000279515041356643
1,0.0015788830053065344,0.9958433544221329
0,0.8745505049495778,0.0003831354155702206
1,0.21339408379010785,0.925260458447607
1,0.003473899112943449,0.9852554630543141
0,0.9991417656357701,0.00025709811961854595
0,1.0,0.00018587967005635284
0,0.8745505049495778,0.0002563082588919673
0,0.9991417656357701,0.00028069988348117166
0,0.8740013561302477,0.00027014875652966037
1,0.24585071538839035,0.9997533150145888
1,0.24585071538839035,0.9991764851578495
0,0.8740013561302477,0.00014877453514391885
0,0.9991417656357701,0.000311079956002822
0,0.8745505049495778,0.00022508556781286287
1,0.21339408379010785,0.9726219808633999
1,0.003473899112943449,0.9994839523031445
0,0.9760967026010258,3.146779108431457e-05
1,0.24585071538839035,0.9995957216170873
0,0.8745505049495778,0.00020693310289546994
1,0.0015788830053065344,0.9979490991955852
1,0.003473899112943449,0.9831385875172981
1,0.0015788830053065344,0.9982793641221178
0,0.9459740930585543,5.702205643787266e-05
0,0.9760967026010258,2.7286442777305004e-05
1,0.2848176718990844,0.9504048331960984
1,0.003473899112943449,0.9897366499832162
1,0.003473899112943449,0.9940974928468512
1,0.019540771911287457,0.9641702771171424
1,0.0015788830053065344,0.9984111674046644
1,0.2848176718990844,0.9292287057586097
1,0.0015788830053065344,0.9990405990269745
0,0.8740013561302477,0.00020565623339665077
0,0.5442832521964743,0.7452397529948841
1,0.009707549119827658,0.9993717350071243
1,0.24585071538839035,0.9931230338172807
1,0.009707549119827658,0.986630066309556
1,0.21339408379010785,0.9999965956583761
1,0.0015788830053065344,0.9970591085277061
0,1.0,0.0011447986598157988
1,0.21339408379010785,0.999993898217064
0,0.8740013561302477,0.00028283216445141603
0,0.9760967026010258,3.140604631744891e-05
1,0.011412105796766332,0.9999988642569905
0,0.8740013561302477,0.0002619843456517444
1,0.9211993182837794,0.012355517753752892
0,0.9961613774964594,0.0007954301898281341
0,0.9459740930585543,0.00019761116631225034
1,0.21339408379010785,0.9261987679301793
0,0.8745505049495778,7.565303797312477e-05
0,0.8745505049495778,0.00020946806508647788
1,0.009707549119827658,0.9960120965512732
0,0.8745505049495778,7.065320530374409e-05
1,0.003473899112943449,0.9913108302840435
0,0.9991417656357701,0.00014661076230748518
1,0.003473899112943449,0.9815188521551665
0,0.8740013561302477,0.0010172312474876176
1,0.2848176718990844,0.9985895951693036
0,0.9760967026010258,3.815517778891811e-05
1,0.24585071538839035,0.920407400391695
0,1.0,0.00018901289429782808
0,0.9760967026010258,3.180121159596595e-05
0,0.9459740930585543,5.945140292976094e-05
0,0.9459740930585543,0.0002775294820217037
1,0.21339408379010785,0.9999955592482711
1,0.003473899112943449,0.9781215231047167
0,0.8497757301748029,0.005754187582300443
0,0.9991417656357701,4.273288404429195e-05
1,0.003473899112943449,0.982987668982848
0,0.9459740930585543,0.0002321498006979819
0,0.8745505049495778,7.55548220526306e-05
0,0.8404433102808744,0.25050247801706643
0,0.9991417656357701,0.00022029933714679084
1,0.009707549119827658,0.9946249003810528
1,0.003473899112943449,0.9948822868281186
1,0.0015788830053065344,0.998575823677073
0,0.9459740930585543,5.051510884402651e-05
1,0.0015788830053065344,0.9992549942901651
0,0.9991417656357701,9.636159784281118e-05
0,0.8740013561302477,0.00011255478141588775
1,0.21339408379010785,0.9403639672730383
1,0.003473899112943449,0.9833273720522597
0,0.9991417656357701,0.0005877841004880783
0,0.9961613774964594,0.0034777195565800383
1,0.0015788830053065344,0.9956281996068072
0,0.9991417656357701,0.0002786465051332925
0,0.9991417656357701,7.392373908947188e-05
0,0.9671758702500827,0.003402500953323798
0,0.9961613774964594,0.0043707916982319754
1,0.019540771911287457,0.9998902551633699
1,0.24585071538839035,0.9360808022934148
1,0.003473899112943449,0.982629105647979
1,0.0015788830053065344,0.9983838315928385
0,0.9991417656357701,0.00024835682471312855
0,0.9991417656357701,0.0001443248824635103
0,1.0,0.0012456346264551176
0,0.9760967026010258,2.749974085586686e-05
0,0.9760967026010258,2.998701523357334e-05
1,0.0015788830053065344,0.9963470997275184
0,0.8745505049495778,0.00022004825714217255
0,0.8745505049495778,0.00019009106801288152
0,0.8497757301748029,0.01412010299150829
0,0.9991417656357701,0.000139197277779749
1,0.003473899112943449,0.987385801155954
1,0.24585071538839035,0.9999862436354539
1,0.009707549119827658,0.987392458994236
0,0.8745505049495778,0.000238002549302915
1,0.009707549119827658,0.9881640358919456
1,0.0015788830053065344,0.9990885075051952
0,0.8745505049495778,0.00021678809826947154
0,1.0,0.0014699432666463901
0,0.9991417656357701,4.4050624446005754e-05
0,0.9991417656357701,6.498303458347757e-05
0,0.9967105263157895,0.000647885666289516
1,0.003473899112943449,0.9950907788961151
0,0.8162176843254297,0.208322711691239
1,0.0015788830053065344,0.9972876490938484
1,0.009707549119827658,0.9768265911628293
1,0.009707549119827658,0.9820872940370384
1,0.21339408379010785,0.9678014799898063
0,0.9991417656357701,0.00012522036425749236
0,0.8740013561302477,0.00015526274554859278
0,0.8745505049495778,0.00010815983998291746
1,0.0015788830053065344,0.9978864586072248
1,0.21339408379010785,0.94088090987832
0,0.9760967026010258,3.3578006990036116e-05
1,0.2848176718990844,0.9935872600756519
1,0.21339408379010785,0.976682884600568
0,0.9991417656357701,0.0007265113289444102
0,1.0,0.0004974915144790682
0,0.9991417656357701,0.000148754720005113
0,0.9760967026010258,3.0096221255697494e-05
0,0.9459740930585543,0.0002926552221669381
0,0.9991417656357701,0.0003415046245850494
1,0.21339408379010785,0.9999963625507459
1,0.21339408379010785,0.9722597311702001
0,0.8745505049495778,9.856989565511612e-05
0,0.9991417656357701,0.000352537262011238
1,0.21339408379010785,0.9799455875109203
1,0.003473899112943449,0.9986485866556497
0,0.9459740930585543,0.00018990385541796452
1,0.2848176718990844,0.9536763247034689
1,0.003473899112943449,0.9872633776111585
1,0.24585071538839035,0.9197379953425692
0,1.0,0.00017000674030481333
1,0.009707549119827658,0.9994975351969568
0,0.8745505049495778,0.00018775974829378923
0,0.9991417656357701,0.0004208806006198561
1,0.21339408379010785,0.9847062485928946
1,0.0015788830053065344,0.9984502482993405
0,0.9991417656357701,4.3648156886861364e-05
1,0.003473899112943449,0.9973909140605212
0,0.8745505049495778,6.982295852254002e-05
0,0.9991417656357701,9.176045906956206e-05
0,1.0,0.0008799711849396617
0,0.9459740930585543,5.4600582396878654e-05
0,0.8740013561302477,0.0014474821183655228
0,0.9991417656357701,0.00015036317353333759
0,0.8745505049495778,0.00011338055182882652
0,0.8745505049495778,9.493415776681892e-05
1,0.21339408379010785,0.9723772787455082
1,0.003473899112943449,0.9775885442508154
1,0.0015788830053065344,0.9959833618392313
1,0.009707549119827658,0.9851499622441311
0,0.9459740930585543,0.00029335567008092193
0,0.8745505049495778,0.00021253031698484533
1,0.003473899112943449,0.9862165015653132
0,0.8745505049495778,0.00019421591933374357
0,0.8740013561302477,0.0002717812888869811
1,0.003473899112943449,0.9883304737126855
0,0.9991417656357701,0.00015503346570572982
0,0.9991417656357701,0.00028599388869984577
1,0.009707549119827658,0.9898140141535833
1,0.0015788830053065344,0.9963239348862386
1,0.003473899112943449,0.9785054277396388
1,0.21339408379010785,0.9999967190289257
0,1.0,0.0006770347593549254
1,0.003473899112943449,0.9960669425769119
0,0.8740013561302477,0.0002580514272314356
1,0.003473899112943449,0.9791414998328294
0,0.9459740930585543,0.00011846686133612516
1,0.24585071538839035,0.9326418988414776
0,0.8745505049495778,0.00020033486083464075
1,0.009707549119827658,0.9788962627802652
1,0.019540771911287457,0.9995119184307788
0,0.9459740930585543,5.877189420521349e-05
0,0.9991417656357701,6.118404557660277e-05
0,0.8745505049495778,0.0002298994513980029
1,0.003473899112943449,0.985758189213342
1,0.24585071538839035,0.9979103533233947
0,0.9991417656357701,0.0002810904600091374
1,0.003473899112943449,0.9901936168543566
0,0.9991417656357701,0.0003902164711321404
1,0.021374274625324218,0.9880930980640733
0,0.8745505049495778,0.00022046291151298764
0,1.0,0.0011106065317919016
0,0.9991417656357701,0.000267530469207578
1,0.24585071538839035,0.947268731295587
1,0.21339408379010785,0.9999772371918568
0,0.9967105263157895,0.0008796089221563768
1,0.21339408379010785,0.9768445744421363
1,0.019540771911287457,0.9703479710184061
0,0.8745505049495778,7.785686799478496e-05
1,0.21339408379010785,0.9884902142924814
0,0.9991417656357701,5.301180155930726e-05
1,0.0015788830053065344,0.9985702272978524
1,0.003473899112943449,0.9888171457190814
1,0.24585071538839035,0.9502615629499948
0,0.9991417656357701,0.0002954079845841087
1,0.019540771911287457,0.9999781559500271
0,0.8745505049495778,0.00020764211133628192
1,0.0015788830053065344,0.9991061663324083
1,0.21339408379010785,0.9989812997539467
1,0.031207497416784014,0.9825102324008415
0,0.9967105263157895,0.0057257500875792745
1,0.24585071538839035,0.9996883873409979
0,0.9459740930585543,0.00021653687694883086
0,0.9991417656357701,9.145850966152418e-05
1,0.003473899112943449,0.9888513309858635
1,0.0015788830053065344,0.9968302866456329
0,1.0,0.0014065052394260382
0,0.8745505049495778,5.5616884878396574e-05
0,0.9961613774964594,0.0036912540234821396
1,0.031207497416784014,0.9999525789678742
0,0.9991417656357701,0.00028270751310454886
1,0.284758109577726,0.8727046721070719
1,0.21339408379010785,0.9997892323071994
1,0.0015788830053065344,0.9967606520877702
1,0.003473899112943449,0.9911826359213095
0,0.9991417656357701,0.0003104212444815251
1,0.009707549119827658,0.9999474714710609
0,0.9760967026010258,2.9323806488850495e-05
1,0.003473899112943449,0.9922773914744939
0,0.003473899112943449,0.996528829522765
1,0.21339408379010785,0.9647176757907944
0,0.9991417656357701,0.0005604931367660377
0,0.8745505049495778,6.714062927496777e-05
0,0.9459740930585543,5.572159789003041e-05
0,0.8745505049495778,5.80692711284306e-05
0,0.9967105263157895,0.0011928774604499299
0,0.9991417656357701,0.00027853782562668473
1,0.009707549119827658,0.9898888928452912
0,0.9459740930585543,0.00031266525309556583
0,0.8745505049495778,6.173650280500333e-05
1,0.2848176718990844,0.9997216611336487
1,0.003473899112943449,0.994610438579857
0,0.9991417656357701,0.0004175159362336614
0,0.8740013561302477,0.0026574396024786487
0,0.9671758702500827,0.003444506097970138
0,0.9459740930585543,0.0002753822703572179
1,0.24585071538839035,0.9986672595920164
1,0.0015788830053065344,0.9986710055029454
0,0.9991417656357701,0.00015980845191519377
1,0.24585071538839035,0.9466628344450778
0,0.9991417656357701,0.0003868277066499187
1,0.003473899112943449,0.98650241171011
0,1.0,0.0006504067743561768
0,0.9991417656357701,0.0015004723621135526
1,0.021374274625324218,0.9909556816998363
0,0.9991417656357701,4.614928336976599e-05
0,1.0,0.0009238235754178225
1,0.009707549119827658,0.9881027669224515
0,0.9459740930585543,0.00028941844062308235
0,0.8745505049495778,7.565998801670217e-05
0,0.8740013561302477,0.028280605707207272
0,0.9991417656357701,0.00011738554082754037
0,0.9991417656357701,0.00010441781775805863
0,0.9760967026010258,2.897039728189326e-05
0,0.8404433102808744,0.6206613779790264
0,0.9760967026010258,2.847113059977962e-05
0,0.8740013561302477,0.017004099154140133
1,0.009707549119827658,0.999182201003651
0,0.8745505049495778,0.00022625262857524445
1,0.07011489160611968,0.8875608545438475
0,0.9991417656357701,0.00040766943057123095
1,0.21339408379010785,0.999019313181725
1,0.24585071538839035,0.9677305586064263
0,0.8745505049495778,0.00023411985508179544
1,0.0015788830053065344,0.998007836977628
0,0.9991417656357701,0.0013103590161528628
0,0.8745505049495778,6.449636190082867e-05
1,0.21339408379010785,0.9999895297042135
1,0.0015788830053065344,0.996612609785087
1,0.009707549119827658,0.9883670649190778
1,0.0015788830053065344,0.9984161795466984
1,0.0015788830053065344,0.9968053834110445
1,0.003473899112943449,0.9873311982866003
0,0.9760967026010258,3.144591764422079e-05
1,0.009707549119827658,0.9999639116414938
1,0.21339408379010785,0.9997886282567967
0,0.9760967026010258,2.7292514586622024e-05
1,0.0015788830053065344,0.9983601207490873
1,0.003473899112943449,0.986910264870601
0,0.9967105263157895,0.0008665870480636011
1,0.003473899112943449,0.9900594854016216
0,0.9967105263157895,0.000475627624542484
0,0.9991417656357701,7.570854488551808e-05
1,0.21339408379010785,0.9694401720795347
0,0.8745505049495778,0.00010908022990978447
0,0.8745505049495778,0.00024354917711697755
1,0.0015788830053065344,0.9949329333994006
0,0.9991417656357701,0.00028821373400299304
0,0.9991417656357701,0.0002793804875408727
0,1.0,0.0005345736856555217
1,0.21339408379010785,0.9801115363965078
0,0.9760967026010258,2.8061500618513333e-05
0,0.9991417656357701,5.478556156944146e-05
0,0.9459740930585543,9.018843093014415e-05
1,0.21339408379010785,0.9996709086198282
1,0.21339408379010785,0.9526933018230046
0,0.8745505049495778,0.00010126979453257558
1,0.284758109577726,0.8777779510234707
0,0.9967105263157895,0.00026964907917377084
0,0.8745505049495778,0.00023435444991274984
1,0.24585071538839035,0.9998861996657041
1,0.0015788830053065344,0.998768953044006
0,0.8745505049495778,0.00022268955813524465
0,0.9760967026010258,2.8253005805733368e-05
1,0.2848176718990844,0.9296391661638265
0,0.8162176843254297,0.04685708405357846
1,0.021374274625324218,0.982870770084903
1,0.003473899112943449,0.9920972489437845
1,0.003473899112943449,0.9934206673973025
0,0.9991417656357701,0.00028093856142943945
1,0.019540771911287457,0.9999685685678303
0,0.9991417656357701,0.00031034758659507963
1,0.003473899112943449,0.9770886334344818
0,0.9760967026010258,2.749827741240171e-05
0,0.9459740930585543,5.065656298199185e-05
0,1.0,0.0009716734006413904
0,0.9991417656357701,0.0005925760796269261
1,0.009707549119827658,0.9902740746181039
0,0.8740013561302477,0.00028166994867287953
0,0.9991417656357701,0.0008147826226888942
0,0.9459740930585543,6.692283869455732e-05
0,0.9991417656357701,3.980956355939001e-05
0,0.9991417656357701,0.000579070801453404
1,0.003473899112943449,0.9815733296551075
1,0.21339408379010785,0.9678542205456463
0,0.9760967026010258,2.8156993634415035e-05
0,0.9991417656357701,7.354320880611172e-05
1,0.003473899112943449,0.9767017076565451
0,0.8745505049495778,5.7724632877400936e-05
1,0.0015788830053065344,0.9978695699512443
0,0.9991417656357701,0.000278642429657364
1,0.003473899112943449,0.9837694933883021
0,0.9671758702500827,0.003199725716878569
0,0.9991417656357701,0.000280472370941744
0,0.9991417656357701,0.00010662260283281143
